mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
53	53	315/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	4			
53	53	315/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1051										
53	53	158	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3				
53	53	158	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	1052										
54	54	159	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	1053										
54	54	637/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1054										
54	54	319/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1055										
54	54	639/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1056										
54	54	160	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1057										
54	54	641/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1058										
54	54	321/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1059	ornamentShortTrill									
54	54	161	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1060										
54	54	323/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1061										
54	54	159	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1062										
54	54	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1063										
54	54	321/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1064										
54	54	643/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1065										
54	54	161	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1066										
54	54	645/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1067										
54	54	323/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1068										
54	54	647/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1069										
54	54	159	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	8	5	3	2	
54	54	159	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1070										
54	54	319/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	6	3			
54	54	321/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7				
54	54	321/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1071										
54	54	323/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	6	4			
55	55	162	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	1072										
55	55	649/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1073										
55	55	325/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1074										
55	55	651/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1075										
55	55	163	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1076										
55	55	653/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1077										
55	55	327/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1078	ornamentShortTrill									
55	55	164	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1079										
55	55	329/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1080										
55	55	162	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1081										
55	55	325/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1082										
55	55	163	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1083										
55	55	327/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1084										
55	55	655/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1085										
55	55	164	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	1086	ornamentShortTrill									
55	55	659/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1087										
55	55	162	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	7				
55	55	162	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1088										
55	55	325/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	6	4+	3		
55	55	327/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7	#3			
55	55	327/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1089										
55	55	164	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6	4_			
55	55	164	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1090										
55	55	329/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1091										
56	56	165	0.0	0	0	StaffText	6/8	1	1	0							)								
56	56	165	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1092										
56	56	331/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1093										
56	56	333/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1094										
56	56	167	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	1095	ornamentShortTrill									
56	56	165	0.0	0	0	StaffText	6/8	2	1	0							)								
56	56	165	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1096										
56	56	331/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	1097										
56	56	333/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1098										
56	56	167	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1099	ornamentShortTrill									
56	56	165	0.0	0	0	FiguredBass	6/8	3	1	0										3/8	6_				
56	56	165	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1100										
56	56	661/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1101										
56	56	331/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1102										
56	56	663/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1103										
56	56	166	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1104										
56	56	665/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1105										
56	56	333/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	3_				
56	56	333/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1106										
56	56	667/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1107										
56	56	167	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
56	56	167	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1108										
56	56	669/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1109										
56	56	335/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1110										
56	56	671/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1111										
57	57	168	0.0	0	0	StaffText	6/8	1	1	0							)								
57	57	168	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1112										
57	57	337/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1113	ornamentShortTrill									
57	57	339/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1114										
57	57	170	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	1115	ornamentShortTrill									
57	57	168	0.0	0	0	StaffText	6/8	2	1	0							)								
57	57	168	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1116										
57	57	337/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	1117										
57	57	339/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1118										
57	57	170	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1119	ornamentShortTrill									
57	57	168	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	_				
57	57	168	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1120										
57	57	673/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1121										
57	57	337/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	#3_				
57	57	337/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1122										
57	57	675/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1123										
57	57	169	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1124										
57	57	677/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1125										
57	57	339/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	_				
57	57	339/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1126										
57	57	679/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1127										
57	57	170	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	3_				
57	57	170	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1128										
57	57	681/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1129										
57	57	341/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1130										
57	57	683/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1131										
58	58	171	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1132										
58	58	343/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1133										
58	58	687/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1134										
58	58	172	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1135										
58	58	689/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1136										
58	58	345/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1137										
58	58	691/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1138										
58	58	173	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1139										
58	58	693/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1140										
58	58	347/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1141										
58	58	695/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1142										
58	58	171	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1143										
58	58	343/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1144										
58	58	687/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1145										
58	58	172	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1146										
58	58	689/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1147										
58	58	345/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1148										
58	58	691/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1149										
58	58	173	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1150										
58	58	693/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1151										
58	58	347/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1152										
58	58	695/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1153										
58	58	171	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	_				
58	58	171	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1154										
58	58	685/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1155										
58	58	343/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	5_				
58	58	343/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1156										
58	58	687/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1157										
58	58	172	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1158										
58	58	689/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1159										
58	58	345/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7				
58	58	345/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1160										
58	58	173	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6	5_			
59	59	174	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	1161	ornamentShortTrill									
59	59	697/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1162										
59	59	349/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1163										
59	59	699/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1164										
59	59	175	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1165										
59	59	701/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1166										
59	59	351/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1167	ornamentShortTrill									
59	59	703/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1168										
59	59	176	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	1169	ornamentShortTrill									
59	59	707/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1170										
59	59	174	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1171	ornamentShortTrill									
59	59	697/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1172										
59	59	349/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1173										
59	59	699/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1174										
59	59	175	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1175										
59	59	351/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1176	ornamentShortTrill									
59	59	703/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1177										
59	59	176	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	1178	ornamentShortTrill									
59	59	707/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1179										
59	59	174	0.0	0	0	FiguredBass	6/8	3	1	0										1/4	4+				
59	59	174	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1180										
59	59	175	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	6				
59	59	175	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1181										
59	59	351/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	5			
59	59	351/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1182										
59	59	176	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
59	59	176	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1183										
59	59	353/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7				
59	59	353/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1184										
60	60	177	0.0	0	0	StaffText	6/8	1	1	0							)								
60	60	177	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1185										
60	60	178	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1186										
60	60	357/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1187										
60	60	179	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	1188										
60	60	177	0.0	0	0	StaffText	6/8	2	1	0							)								
60	60	177	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1189										
60	60	178	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1190										
60	60	357/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1191										
60	60	179	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1192										
60	60	177	0.0	0	0	StaffText	6/8	3	1	0							)								
60	60	177	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1193										
60	60	355/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6	3_			
60	60	355/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1194										
60	60	711/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1195										
60	60	178	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1196										
60	60	713/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1197										
60	60	357/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7	5/			
60	60	357/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1198	ornamentShortTrill									
60	60	179	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6	h3_			
60	60	179	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1199										
60	60	717/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1200										
60	60	359/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1201										
60	60	719/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1202										
61	61	180	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1203										
61	61	361/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1204										
61	61	181	0.75	1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	1205										
61	61	727/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1206										
61	61	182	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	1207	ornamentShortTrill									
61	61	731/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1208										
61	61	180	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1209										
61	61	361/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1210	ornamentShortTrill									
61	61	723/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1211										
61	61	181	0.75	1/4	1/4	Chord	6/8	2	1	3/16			1/8	3/2	1212										
61	61	727/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1213										
61	61	182	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	1214	ornamentShortTrill									
61	61	731/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1215										
61	61	180	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	5/				
61	61	180	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1216	ornamentShortTrill									
61	61	361/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/16	6	4			
61	61	361/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1217										
61	61	723/4	0.0	3/16	3/16	FiguredBass	6/8	3	1	0										1/16	4+				
61	61	723/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1218										
61	61	181	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										3/16	6_				
61	61	181	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1219										
61	61	725/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1220										
61	61	363/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1221										
61	61	727/4	0.0	7/16	7/16	FiguredBass	6/8	3	1	0										1/16	6	5			
61	61	727/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1222										
61	61	182	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
61	61	182	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1223										
61	61	365/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7				
61	61	365/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1224										
62	62	183	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1225										
62	62	183	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1226										
62	62	183	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	1227										
